names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,year,poster_url
No Time to Die,11/11/2021 ,74.0,"Adventure, Action, Thriller","Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.","Daniel Craig, James Bond, Rami Malek, Lyutsifer Safin, Léa Seydoux, Dr. Madeleine Swann, Lashana Lynch, Nomi, Ralph Fiennes, M, Ben Whishaw, Q, Naomie Harris, Eve Moneypenny, Rory Kinnear, Bill Tanner, Jeffrey Wright, Felix Leiter",No Time to Die, Released,English,250000000.0,759959662.0,AU,2021,https://image.tmdb.org/t/p/w500/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg
Extraction,04/24/2020 ,73.0,"Drama, Action, Thriller","Tyler Rake, a fearless mercenary who offers his services on the black market, embarks on a dangerous mission when he is hired to rescue the kidnapped son of a Mumbai crime lord.","Chris Hemsworth, Tyler Rake, Rudhraksh Jaiswal, Ovi Mahajan, Randeep Hooda, Saju, Golshifteh Farahani, Nik Khan, Pankaj Tripathi, Ovi Mahajan Sr., David Harbour, Gaspar, Bryon Lerum, Rake's Son, Ryder Lerum, Rake's Son, Shivam Vichare, Sachin",Extraction, Released,English,65000000.0,0.0,AU,2020,https://image.tmdb.org/t/p/w500/nygOUcBKPHFTbxsYRFZVePqgPK6.jpg
A Trip to Infinity,09/26/2022 ,73.0,Documentary,"Does infinity exist? Can we experience the Infinite? In an animated film (created by artists from 10 countries) the world's most cutting-edge scientists and mathematicians go in search of the infinite and its mind-bending implications for the universe.  Eminent mathematicians, particle physicists and cosmologists dive into infinity and its mind-bending implications for the universe.","Anthony Aguirre, Self, Stephon Alexander, Self, Eugenia Cheng, Self, Moon Duchin, Self, Kenny Easwaran, Self, Delilah Gates, Self, Rebecca Goldstein, Self, Brian Greene, Self, Janna Levin, Self",A Trip to Infinity, Released,English,53600000.0,682429959.6,US,2022,https://image.tmdb.org/t/p/w500/24EXccaDuDEMYp7eVvsCicj5K41.jpg
Alita: Battle Angel,02/14/2019 ,72.0,"Action, Science Fiction, Adventure","When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.","Rosa Salazar, Alita, Christoph Waltz, Dr. Dyson Ido, Jennifer Connelly, Chiren, Mahershala Ali, Vector, Ed Skrein, Zapan, Jackie Earle Haley, Grewishka, Keean Johnson, Hugo, Lana Condor, Koyomi, Jorge Lendeborg Jr., Tanji",Alita: Battle Angel, Released,English,170000000.0,401900040.0,AU,2019,https://image.tmdb.org/t/p/w500/xRWht48C2V8XNfzvPehyClOvDni.jpg
Brave,06/21/2012 ,70.0,"Animation, Adventure, Comedy, Family, Action, Fantasy","Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.","Kelly Macdonald, Merida (voice), Billy Connolly, Fergus (voice), Emma Thompson, Elinor (voice), Julie Walters, The Witch (voice), Robbie Coltrane, Lord Dingwall (voice), Kevin McKidd, Lord MacGuffin / Young MacGuffin (voice), Craig Ferguson, Lord MacIntosh (voice), Sally Kinghorn, Maudie (voice), Eilidh Fraser, Maudie (voice)",Brave, Released,English,185000000.0,554606532.0,AU,2012,https://image.tmdb.org/t/p/w500/1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg
Monsters University,07/11/2013 ,70.0,"Animation, Family",A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,"Billy Crystal, Mike Wazowski (voice), John Goodman, James 'Sulley' Sullivan (voice), Steve Buscemi, Randall Boggs (voice), Helen Mirren, Dean Hardscrabble (voice), Peter Sohn, Scott 'Squishy' Squibbles (voice), Joel Murray, Don Carlton (voice), Sean Hayes, Terri Perry (voice), Dave Foley, Terry Perry (voice), Charlie Day, Art (voice)",Monsters University, Released,English,200000000.0,743455810.0,AU,2013,https://image.tmdb.org/t/p/w500/y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg
Iron Man,05/01/2008 ,76.0,"Action, Science Fiction, Adventure","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","Robert Downey Jr., Tony Stark / Iron Man, Terrence Howard, James 'Rhodey' Rhodes, Jeff Bridges, Obadiah Stane / Iron Monger, Gwyneth Paltrow, Virginia 'Pepper' Potts, Leslie Bibb, Christine Everhart, Bill Smitrovich, General Gabriel, Paul Bettany, J.A.R.V.I.S. (voice), Jon Favreau, Harold 'Happy' Hogan, Shaun Toub, Yinsen",Iron Man, Released,English,186000000.0,585171547.0,AU,2008,https://image.tmdb.org/t/p/w500/78lPtwv72eTNqFW9COBYI0dWDJa.jpg
Snow White and the Seven Dwarfs,06/02/1938 ,71.0,"Fantasy, Animation, Family","A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.","Adriana Caselotti, Snow White (voice) (uncredited), Lucille La Verne, Queen / Witch (voice) (uncredited), Harry Stockwell, Prince (voice) (uncredited), Roy Atwell, Doc (voice) (uncredited), Pinto Colvig, Sleepy / Grumpy / Dopey (hiccups) (voice) (uncredited), Otis Harlan, Happy (voice) (uncredited), Scotty Mattraw, Bashful (voice) (uncredited), Billy Gilbert, Sneezy (voice) (uncredited), Eddie Collins, Dopey / Chipmunk and Squirrel Sneezes (voice) (uncredited)",Snow White and the Seven Dwarfs, Released,English,1488000.0,184925486.0,AU,1938,https://image.tmdb.org/t/p/w500/3VAHfuNb6Z7UiW12iYKANSPBl8m.jpg
The Curse of La Llorona,04/18/2019 ,57.0,"Horror, Mystery, Thriller",A social worker dealing with the disappearance of two children fears for her own family after beginning the investigation.,"Linda Cardellini, Anna Tate-Garcia, Raymond Cruz, Rafael Olvera, Patricia Velásquez, Patricia Alvarez, Roman Christou, Chris Garcia, Jaynee-Lynne Kinchen, Samantha Garcia, Marisol Ramirez, La Llorona, Sean Patrick Thomas, Detective Cooper, Tony Amendola, Father Perez, Oliver Alexander, Carlos",The Curse of La Llorona, Released,English,9000000.0,123133739.0,AU,2019,https://image.tmdb.org/t/p/w500/hETrPpoKs6BwoilK64YJ7Z5GcRT.jpg
Teenage Mutant Ninja Turtles,09/11/2014 ,59.0,"Science Fiction, Action, Adventure, Comedy","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.","Megan Fox, April O'Neil, Will Arnett, Vernon Fenwick, William Fichtner, Eric Sacks, Johnny Knoxville, Leonardo (voice), Pete Ploszek, Leonardo, Jeremy Howard, Donatello, Alan Ritchson, Raphael, Noel Fisher, Michelangelo, Tony Shalhoub, Splinter (voice)",Teenage Mutant Ninja Turtles, Released,English,125000000.0,485004754.0,AU,2014,https://image.tmdb.org/t/p/w500/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg
Teenage Mutant Ninja Turtles,09/11/2014 ,59.0,"Science Fiction, Action, Adventure, Comedy","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.","Megan Fox, April O'Neil, Will Arnett, Vernon Fenwick, William Fichtner, Eric Sacks, Johnny Knoxville, Leonardo (voice), Pete Ploszek, Leonardo, Jeremy Howard, Donatello, Alan Ritchson, Raphael, Noel Fisher, Michelangelo, Tony Shalhoub, Splinter (voice)",Teenage Mutant Ninja Turtles, Released,English,13500000.0,202000000.0,AU,2014,https://image.tmdb.org/t/p/w500/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg
Constantine: The House of Mystery,05/03/2022 ,70.0,"Animation, Action, Adventure, Horror","John Constantine wakes up in the eerie House of Mystery with no recollection of how he got there. Fortunately, Zatanna and his friends are all there. Unfortunately, they have a bad habit of turning into demons and ripping him to shreds, over and over again!","Matt Ryan, John Constantine (voice), Ray Chase, Jason Blood / Etrigan / Ritchie (voice), Robin Atkin Downes, Gary Lester / Negral (voice), Camilla Luddington, Zatanna (voice), Damian O'Hare, Ashox / Chas (voice), Grey DeLisle, Beelzebub / Little Della / Little Jack (voice), Lou Diamond Phillips, Spectre (voice)",Constantine: The House of Mystery, Released,English,146400000.0,638963437.4,US,2022,https://image.tmdb.org/t/p/w500/n3FQYSzptYZJRvp9yGVDxoTfE0L.jpg
The Hobbit: An Unexpected Journey,12/26/2012 ,73.0,"Adventure, Fantasy, Action","Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.","Ian McKellen, Gandalf, Martin Freeman, Bilbo Baggins, Richard Armitage, Thorin, Graham McTavish, Dwalin, Aidan Turner, Kili, Ken Stott, Balin, Dean O'Gorman, Fili, James Nesbitt, Bofur, Mark Hadlow, Dori / Bert Troll",The Hobbit: An Unexpected Journey, Released,English,200000000.0,1014938545.0,AU,2012,https://image.tmdb.org/t/p/w500/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg
Kimi,02/10/2022 ,63.0,Thriller,"A tech worker with agoraphobia discovers recorded evidence of a violent crime but is met with resistance when she tries to report it. Seeking justice, she must do the thing she fears the most: leave her apartment.","Zoë Kravitz, Angela Childs, Byron Bowers, Terry Hughes, Jaime Camil, Antonio Rivas, Erika Christensen, Samantha Gerrity, Derek DelGaudio, Bradley Hasling, Robin Givens, Angela's Mother, Charles Halford, Tall Thug, Devin Ratray, Kevin, Jacob Vargas, Glasses Thug",Kimi, Released,English,3500000.0,192301839.8,US,2022,https://image.tmdb.org/t/p/w500/okNgwtxIWzGsNlR3GsOS0i0Qgbn.jpg
Spider-Man: Far From Home,07/01/2019 ,75.0,"Action, Adventure, Science Fiction","Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.","Tom Holland, Peter Parker / Spider-Man, Samuel L. Jackson, Nick Fury, Jake Gyllenhaal, Quentin Beck / Mysterio, Marisa Tomei, May Parker, Jon Favreau, Harold 'Happy' Hogan, Zendaya, Michelle 'MJ' Jones, Jacob Batalon, Ned Leeds, Tony Revolori, Eugene 'Flash' Thompson, Angourie Rice, Betty Brant",Spider-Man: Far From Home, Released,English,160000000.0,1132107522.0,AU,2019,https://image.tmdb.org/t/p/w500/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg
Finch,11/05/2021 ,80.0,"Science Fiction, Drama, Adventure","On a post-apocalyptic Earth, a robot, built to protect the life of his dying creator's beloved dog, learns about life, love, friendship, and what it means to be human.","Tom Hanks, Finch, Caleb Landry Jones, Jeff (voice), Oscar Avila, Truck Driver (Flashback), Lora Martinez-Cunningham, Mother (Flashback), Marie Wagenman, Daughter (Flashback), Emily Jones, Warning System (voice)",Finch, Released,English,2500000.0,61416888.0,AU,2021,https://image.tmdb.org/t/p/w500/jKuDyqx7jrjiR9cDzB5pxzhJAdv.jpg
The Hangover Part II,05/25/2011 ,65.0,Comedy,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.","Bradley Cooper, Phil Wenneck, Ed Helms, Stu Price, Zach Galifianakis, Alan Garner, Justin Bartha, Doug Billings, Ken Jeong, Mr. Chow, Paul Giamatti, Kingsley, Mike Tyson, Himself, Jeffrey Tambor, Sid Garner, Mason Lee, Teddy",The Hangover Part II, Released,English,80000000.0,586764305.0,AU,2011,https://image.tmdb.org/t/p/w500/7sGkjqorTHkaHTz8Q4WWHj8JL9t.jpg
The Stranger,10/06/2022 ,62.0,Thriller,"Two strangers strike up a conversation on a long journey. One is a suspect in an unsolved missing person’s case and the other an undercover operative on his trail. Their uneasy friendship becomes the core of this tightly wrought thriller, which is based on the true story of one of the largest investigations and undercover operations in Australia.","Joel Edgerton, Mark, Sean Harris, Henry Teague, Jada Alberts, Detective Rylett, Fletcher Humphrys, Detective Ikin, Mike Foenander, Heavy Man, Steve Mouzakis, Paul, Simon Elrahi, Lieutenant, Alan Dukes, John, Ewen Leslie, Milliken",The Stranger, Released,English,73600000.0,306445940.4,AU,2022,https://image.tmdb.org/t/p/w500/ydbm5Ad1nyZq7eywWsw82Wxdsgg.jpg
The Man from Toronto,06/24/2022 ,66.0,"Action, Adventure, Comedy","In a case of mistaken identity, the world’s deadliest assassin, known as the Man from Toronto, and a New York City screw-up are forced to team up after being confused for each other at a rental cabin.","Kevin Hart, Teddy, Woody Harrelson, The Man From Toronto, Kaley Cuoco, Anne, Jasmine Mathews, Lori, Lela Loren, Daniela Marin, Pierson Fodé, The Man From Miami, Jencarlos Canela, Agent Santoro, Ellen Barkin, The Handler, Ronnie Rowe, Agent Davis",The Man from Toronto, Released,English,75000000.0,416154234.2,US,2022,https://image.tmdb.org/t/p/w500/uTCfTibqtk4f90cC59bLPMOmsfc.jpg
2012,10/23/2009 ,58.0,"Action, Adventure, Science Fiction","Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.","John Cusack, Jackson Curtis, Chiwetel Ejiofor, Adrian Helmsley, Amanda Peet, Kate Curtis, Oliver Platt, Carl Anheuser, Thandiwe Newton, Laura Wilson, Tom McCarthy, Gordon Silberman, George Segal, Tony Delgatto, Danny Glover, President Thomas Wilson, Woody Harrelson, Charlie Frost",2012, Released,English,200000000.0,757677748.0,AU,2009,https://image.tmdb.org/t/p/w500/zaqam2RNscH5ooYFWInV6hjx6y5.jpg
White Chicks,12/30/2004 ,69.0,"Comedy, Crime","Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich white women.","Shawn Wayans, Kevin Copeland, Marlon Wayans, Marcus Copeland, Jaime King, Heather Vandergeld, Frankie Faison, Elliott Gordon, Lochlyn Munro, Agent Jake Harper, John Heard, Warren Vandergeld, Busy Philipps, Karen, Terry Crews, Latrell Spencer, Brittany Daniel, Megan Vandergeld",White Chicks, Released,English,20000000.0,111448997.0,AU,2004,https://image.tmdb.org/t/p/w500/aHTUpo45qy9QYIOnVITGGqLoVcA.jpg
Army of Thieves,10/29/2021 ,69.0,"Crime, Comedy",A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,"Matthias Schweighöfer, Ludwig Dieter, Nathalie Emmanuel, Gwendoline, Ruby O. Fee, Korina, Stuart Martin, Brad Cage, Guz Khan, Rolph, Jonathan Cohen, Delacroix, Noémie Nakai, Beatrix, Christian Steyer, Hans Wagner, Dan Bradford, Big Tough Guy",Army of Thieves, Released,English,175200000.0,393196433.0,AU,2021,https://image.tmdb.org/t/p/w500/4fVMognsmbogzkfY7DY0Bvn7h7Y.jpg
Star Wars,10/26/1977 ,82.0,"Adventure, Action, Science Fiction",Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,"Mark Hamill, Luke Skywalker, Harrison Ford, Han Solo, Carrie Fisher, Princess Leia Organa, Peter Cushing, Grand Moff Tarkin, Alec Guinness, Obi-Wan ""Ben"" Kenobi, Anthony Daniels, C-3PO, Kenny Baker, R2-D2, Peter Mayhew, Chewbacca, David Prowse, Darth Vader (performer)",Star Wars, Released,English,11000000.0,775398007.0,AU,1977,https://image.tmdb.org/t/p/w500/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg
